Timestamp(ms),Current(uA)
9.59,11.815
9.6,11.683
9.61,11.990
9.62,11.771
9.63,11.419
9.64,11.683
9.65,11.771
9.66,11.902
9.67,11.551
9.68,11.639
9.69,11.859
9.7,12.078
9.71,11.727
9.72,12.078
9.73,12.122
9.74,11.946
9.75,11.946
9.76,11.990
9.77,11.990
9.78,11.815
9.79,11.946
9.8,12.210
9.81,12.430
9.82,12.474
9.83,12.034
9.84,12.210
9.85,12.430
9.86,12.605
9.87,12.298
9.88,12.342
9.89,12.122
9.9,11.902
9.91,12.430
9.92,12.210
9.93,11.990
9.94,12.254
9.95,12.474
9.96,12.210
9.97,11.990
9.98,12.210
9.99,12.122
10,12.034
10.01,12.034
10.02,11.990
10.03,12.386
10.04,12.210
10.05,11.946
10.06,11.859
10.07,12.078
10.08,12.034
10.09,11.595
10.1,11.727
10.11,12.254
10.12,12.210
10.13,11.990
10.14,11.815
10.15,12.078
10.16,12.210
10.17,11.990
10.18,12.298
10.19,12.210
10.2,12.254
10.21,12.034
10.22,12.474
10.23,12.737
10.24,12.913
10.25,12.605
10.26,12.737
10.27,12.737
10.28,12.254
10.29,12.122
10.3,11.946
10.31,11.683
10.32,12.474
10.33,12.737
10.34,12.561
10.35,12.693
10.36,12.386
10.37,12.254
10.38,11.683
10.39,11.771
10.4,12.078
10.41,12.386
10.42,12.561
10.43,12.561
10.44,12.869
10.45,12.957
10.46,12.605
10.47,12.078
10.48,12.430
10.49,12.517
10.5,12.781
10.51,12.913
10.52,12.825
10.53,12.913
10.54,12.342
10.55,12.166
10.56,12.078
10.57,11.902
10.58,12.517
10.59,12.781
10.6,12.781
10.61,12.737
10.62,12.474
10.63,12.386
10.64,11.990
10.65,11.595
10.66,12.122
10.67,12.517
10.68,12.517
10.69,12.649
10.7,12.561
10.71,12.561
10.72,12.342
10.73,11.595
10.74,11.683
10.75,11.859
10.76,12.210
10.77,12.254
10.78,12.430
10.79,12.781
10.8,12.298
10.81,11.771
10.82,11.419
10.83,11.815
10.84,12.034
10.85,12.210
10.86,12.078
10.87,12.386
10.88,12.605
10.89,12.254
10.9,11.859
10.91,11.902
10.92,12.122
10.93,12.034
10.94,12.386
10.95,12.693
10.96,13.001
10.97,12.561
10.98,12.166
10.99,12.078
11,11.902
11.01,11.902
11.02,12.078
11.03,12.517
11.04,12.474
11.05,12.693
11.06,12.605
11.07,12.166
11.08,11.946
11.09,11.946
11.1,11.727
11.11,11.507
11.12,11.902
11.13,12.034
11.14,12.474
11.15,12.869
11.16,12.957
11.17,12.825
11.18,12.386
11.19,12.210
11.2,12.386
11.21,12.166
11.22,11.990
11.23,11.902
11.24,12.034
11.25,11.771
11.26,12.034
11.27,12.517
11.28,12.781
11.29,12.825
11.3,12.605
11.31,12.474
11.32,11.902
11.33,12.034
11.34,11.815
11.35,12.342
11.36,12.649
11.37,12.781
11.38,12.474
11.39,12.474
11.4,12.430
11.41,12.034
11.42,11.551
11.43,11.771
11.44,11.990
11.45,12.122
11.46,12.605
11.47,12.825
11.48,12.605
11.49,12.078
11.5,11.946
11.51,11.902
11.52,11.727
11.53,11.902
11.54,12.430
11.55,12.298
11.56,12.605
11.57,12.166
11.58,12.078
11.59,11.859
11.6,11.639
11.61,11.507
11.62,12.078
11.63,12.517
11.64,12.517
11.65,12.605
11.66,12.605
11.67,12.254
11.68,11.946
11.69,11.859
11.7,12.386
11.71,12.737
11.72,12.430
11.73,12.825
11.74,12.913
11.75,12.649
11.76,12.166
11.77,12.078
11.78,12.034
11.79,12.166
11.8,12.517
11.81,12.605
11.82,13.001
11.83,12.913
11.84,12.342
11.85,11.990
11.86,11.990
11.87,11.902
11.88,12.430
11.89,12.474
11.9,12.605
11.91,12.693
11.92,12.825
11.93,12.430
11.94,11.815
11.95,12.386
11.96,11.902
11.97,12.078
11.98,12.693
11.99,12.561
12,12.430
12.01,12.342
12.02,12.298
12.03,12.078
12.04,12.166
12.05,11.859
12.06,11.902
12.07,11.946
12.08,12.430
12.09,11.902
12.1,11.859
12.11,11.727
12.12,12.166
12.13,12.561
12.14,12.649
12.15,12.517
12.16,12.913
12.17,12.605
12.18,12.078
12.19,11.902
12.2,12.430
12.21,12.386
12.22,12.034
12.23,11.946
12.24,12.210
12.25,12.386
12.26,12.825
12.27,13.132
12.28,13.176
12.29,13.001
12.3,12.957
12.31,12.649
12.32,12.034
12.33,12.034
12.34,12.386
12.35,12.561
12.36,12.781
12.37,12.957
12.38,12.693
12.39,12.561
12.4,12.298
12.41,11.990
12.42,12.210
12.43,11.990
12.44,12.605
12.45,12.561
12.46,12.781
12.47,12.869
12.48,12.386
12.49,12.342
12.5,11.902
12.51,12.034
12.52,12.386
12.53,12.474
12.54,13.176
12.55,13.089
12.56,12.913
12.57,12.474
12.58,12.210
12.59,11.902
12.6,12.254
12.61,12.298
12.62,12.649
12.63,12.693
12.64,12.869
12.65,12.605
12.66,12.474
12.67,12.034
12.68,11.990
12.69,12.298
12.7,12.166
12.71,13.045
12.72,12.737
12.73,12.957
12.74,12.517
12.75,12.298
12.76,12.210
12.77,12.122
12.78,12.166
12.79,12.517
12.8,12.957
12.81,13.176
12.82,12.957
12.83,12.781
12.84,12.430
12.85,12.122
12.86,12.254
12.87,12.605
12.88,13.045
12.89,13.001
12.9,12.781
12.91,12.781
12.92,12.386
12.93,12.298
12.94,12.386
12.95,12.254
12.96,12.869
12.97,12.825
12.98,12.869
12.99,13.089
13,12.957
13.01,12.649
13.02,12.298
13.03,12.298
13.04,12.342
13.05,12.737
13.06,12.781
13.07,12.737
13.08,12.957
13.09,12.913
13.1,12.561
13.11,12.034
13.12,12.386
13.13,12.517
13.14,13.132
13.15,12.825
13.16,12.913
13.17,12.913
13.18,12.386
13.19,12.210
13.2,12.166
13.21,11.946
13.22,12.254
13.23,11.859
13.24,11.507
13.25,12.034
13.26,12.254
13.27,11.859
13.28,11.771
13.29,11.595
13.3,11.946
13.31,11.815
13.32,12.122
13.33,11.815
13.34,12.122
13.35,12.078
13.36,11.727
13.37,12.034
13.38,12.298
13.39,12.254
13.4,11.946
13.41,12.342
13.42,12.430
13.43,12.254
13.44,12.254
13.45,12.386
13.46,12.122
13.47,12.254
13.48,12.254
13.49,12.342
13.5,12.254
13.51,12.254
13.52,12.210
13.53,12.298
13.54,12.474
13.55,12.693
13.56,12.474
13.57,12.298
13.58,12.605
13.59,12.386
13.6,12.342
13.61,12.034
13.62,12.386
13.63,12.474
13.64,12.254
13.65,12.298
13.66,12.298
13.67,12.210
13.68,12.298
13.69,12.166
13.7,12.254
13.71,11.990
13.72,12.166
13.73,12.034
13.74,12.254
13.75,12.210
13.76,11.990
13.77,11.902
13.78,12.034
13.79,12.254
13.8,12.122
13.81,12.078
13.82,11.902
13.83,12.254
13.84,12.430
13.85,12.474
13.86,12.122
13.87,12.166
13.88,12.430
13.89,12.254
13.9,12.210
13.91,12.034
13.92,11.727
13.93,12.078
13.94,12.342
13.95,12.298
13.96,11.859
13.97,11.946
13.98,12.210
13.99,12.386
14,12.298
14.01,12.254
14.02,12.254
14.03,12.298
14.04,12.298
14.05,12.386
14.06,12.298
14.07,12.034
14.08,11.771
14.09,12.078
14.1,12.210
14.11,12.517
14.12,12.386
14.13,12.386
14.14,12.210
14.15,12.342
14.16,12.254
14.17,12.298
14.18,12.034
14.19,11.990
14.2,11.946
14.21,12.210
14.22,12.386
14.23,12.210
14.24,11.902
14.25,11.771
14.26,12.254
14.27,12.254
14.28,12.078
14.29,11.946
14.3,11.946
14.31,11.902
14.32,11.859
14.33,11.859
14.34,11.771
14.35,11.727
14.36,11.815
14.37,12.078
14.38,12.078
14.39,11.771
14.4,11.859
14.41,11.859
14.42,12.122
14.43,11.727
14.44,11.727
14.45,11.595
14.46,11.771
14.47,11.683
14.48,12.078
14.49,11.727
14.5,11.990
14.51,11.946
14.52,11.727
14.53,12.122
14.54,12.342
14.55,11.990
14.56,11.727
14.57,12.166
14.58,12.078
14.59,12.166
14.6,12.122
14.61,11.946
14.62,12.210
14.63,12.078
14.64,12.034
14.65,11.331
14.66,11.902
14.67,12.166
14.68,11.683
14.69,12.122
14.7,12.034
14.71,12.078
14.72,11.946
14.73,12.078
14.74,12.034
14.75,11.902
14.76,12.034
14.77,12.122
14.78,11.683
14.79,12.078
14.8,12.078
14.81,12.078
14.82,12.034
14.83,11.902
14.84,12.034
14.85,11.990
14.86,11.771
14.87,11.771
14.88,12.210
14.89,11.815
14.9,11.990
14.91,11.946
14.92,12.166
14.93,11.815
14.94,12.122
14.95,11.990
14.96,12.034
14.97,11.859
14.98,12.034
14.99,12.166
15,11.902
15.01,11.946
15.02,12.078
15.03,12.122
15.04,11.727
15.05,12.474
15.06,12.298
15.07,12.210
15.08,12.342
